"Content","Info","Reference","Editor","Source Index","Source Timestamp"
"David","PERSON","David Siegel ","Contributor7","0","2008-10-22T20:08:47.000Z"
"Siegel","PERSON","David Siegel ","Contributor7","0","2008-10-22T20:08:47.000Z"
"is","text","","","-1","2016-12-13T10:10:31.020+01:00"
"an","text","","","-1","2016-12-13T10:10:31.020+01:00"
"American","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"motion","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"picture","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"screenwriter","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"and","text","","","-1","2016-12-13T10:10:31.020+01:00"
"director","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
",","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"and","text","","","-1","2016-12-13T10:10:31.020+01:00"
"part","text","","","-1","2016-12-13T10:10:31.020+01:00"
"of","text","","","-1","2016-12-13T10:10:31.020+01:00"
"a","text","","","-1","2016-12-13T10:10:31.020+01:00"
"long","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"-","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"standing","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"writing","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"-","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"directing","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"team","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"with","text","","","-1","2016-12-13T10:10:31.020+01:00"
"filmmaker","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"Scott","PERSON","Scott McGehee ","Contributor7","0","2008-10-22T20:08:47.000Z"
"McGehee","PERSON","Scott McGehee ","Contributor7","0","2008-10-22T20:08:47.000Z"
".","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"not","text","","","-1","2016-12-13T10:10:32.535+01:00"
"to","text","","","-1","2016-12-13T10:10:32.535+01:00"
"be","text","","","-1","2016-12-13T10:10:32.535+01:00"
"confused","text","","HuPi","8","2012-08-25T18:14:43.000Z"
"with","text","","","-1","2016-12-13T10:10:32.535+01:00"
"David","PERSON","David A ","HuPi","8","2012-08-25T18:14:43.000Z"
"A","PERSON","David A ","HuPi","8","2012-08-25T18:14:43.000Z"
".","text","","HuPi","8","2012-08-25T18:14:43.000Z"
"Siegel","PERSON","Siegel ","HuPi","8","2012-08-25T18:14:43.000Z"
",","text","","HuPi","8","2012-08-25T18:14:43.000Z"
"founder","text","","HuPi","8","2012-08-25T18:14:43.000Z"
"and","text","","","-1","2016-12-13T10:10:32.535+01:00"
"CEO","text","","HuPi","8","2012-08-25T18:14:43.000Z"
"of","text","","","-1","2016-12-13T10:10:32.535+01:00"
"Westgate","ORGANIZATION","Westgate Resorts ","HuPi","8","2012-08-25T18:14:43.000Z"
"Resorts","ORGANIZATION","Westgate Resorts ","HuPi","8","2012-08-25T18:14:43.000Z"
".","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"1","header","","69.200.246.188","4","2008-11-19T21:02:00.000Z"
".","header","","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"Filmography","header","","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"Suture","link","Suture ( film )","Contributor7","0","2008-10-22T20:08:47.000Z"
"(","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"1994","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
")","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"The","link","The Deep End ( film )","Contributor7","0","2008-10-22T20:08:47.000Z"
"Deep","link","The Deep End ( film )","Contributor7","0","2008-10-22T20:08:47.000Z"
"End","link","The Deep End ( film )","Contributor7","0","2008-10-22T20:08:47.000Z"
"(","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"2001","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
")","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"Bee","link","Bee Season ( film )","Contributor7","0","2008-10-22T20:08:47.000Z"
"Season","link","Bee Season ( film )","Contributor7","0","2008-10-22T20:08:47.000Z"
"(","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"2005","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
")","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"Uncertainty","link","Uncertainty ( film )","Contributor7","0","2008-10-22T20:08:47.000Z"
"(","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"2008","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
")","text","","Contributor7","0","2008-10-22T20:08:47.000Z"
"2","header","","69.200.246.188","4","2008-11-19T21:02:00.000Z"
".","header","","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"Interviews","header","","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"Link","extern","http : / / www . thefreelibrary . com / Identity + politics + at + face + value : + an + interview + with + Scott + McGehee + and . . . - a016010018 / Link to Cineaste interview : "" Identity Politics at Face Value ""","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"to","extern","http : / / www . thefreelibrary . com / Identity + politics + at + face + value : + an + interview + with + Scott + McGehee + and . . . - a016010018 / Link to Cineaste interview : "" Identity Politics at Face Value ""","","-1","2016-12-13T10:10:32.336+01:00"
"Cineaste","extern","http : / / www . thefreelibrary . com / Identity + politics + at + face + value : + an + interview + with + Scott + McGehee + and . . . - a016010018 / Link to Cineaste interview : "" Identity Politics at Face Value ""","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"interview","extern","http : / / www . thefreelibrary . com / Identity + politics + at + face + value : + an + interview + with + Scott + McGehee + and . . . - a016010018 / Link to Cineaste interview : "" Identity Politics at Face Value ""","69.200.246.188","4","2008-11-19T21:02:00.000Z"
":","extern","http : / / www . thefreelibrary . com / Identity + politics + at + face + value : + an + interview + with + Scott + McGehee + and . . . - a016010018 / Link to Cineaste interview : "" Identity Politics at Face Value ""","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"""","extern","http : / / www . thefreelibrary . com / Identity + politics + at + face + value : + an + interview + with + Scott + McGehee + and . . . - a016010018 / Link to Cineaste interview : "" Identity Politics at Face Value ""","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"Identity","extern","http : / / www . thefreelibrary . com / Identity + politics + at + face + value : + an + interview + with + Scott + McGehee + and . . . - a016010018 / Link to Cineaste interview : "" Identity Politics at Face Value ""","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"Politics","extern","http : / / www . thefreelibrary . com / Identity + politics + at + face + value : + an + interview + with + Scott + McGehee + and . . . - a016010018 / Link to Cineaste interview : "" Identity Politics at Face Value ""","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"at","extern","http : / / www . thefreelibrary . com / Identity + politics + at + face + value : + an + interview + with + Scott + McGehee + and . . . - a016010018 / Link to Cineaste interview : "" Identity Politics at Face Value ""","","-1","2016-12-13T10:10:32.336+01:00"
"Face","extern","http : / / www . thefreelibrary . com / Identity + politics + at + face + value : + an + interview + with + Scott + McGehee + and . . . - a016010018 / Link to Cineaste interview : "" Identity Politics at Face Value ""","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"Value","extern","http : / / www . thefreelibrary . com / Identity + politics + at + face + value : + an + interview + with + Scott + McGehee + and . . . - a016010018 / Link to Cineaste interview : "" Identity Politics at Face Value ""","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"""","extern","http : / / www . thefreelibrary . com / Identity + politics + at + face + value : + an + interview + with + Scott + McGehee + and . . . - a016010018 / Link to Cineaste interview : "" Identity Politics at Face Value ""","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"at","text","","","-1","2016-12-13T10:10:32.336+01:00"
"The","text","","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"Free","text","","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"Library","text","","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"3","header","","69.200.246.188","4","2008-11-19T21:02:00.000Z"
".","header","","Contributor7","0","2008-10-22T20:08:47.000Z"
"External","header","","Contributor7","0","2008-10-22T20:08:47.000Z"
"links","header","","Contributor7","0","2008-10-22T20:08:47.000Z"
"American","category","American film directors","Rich Farmbrough","7","2012-01-23T12:40:19.000Z"
"film","category","American film directors","Rich Farmbrough","7","2012-01-23T12:40:19.000Z"
"directors","category","American film directors","Rich Farmbrough","7","2012-01-23T12:40:19.000Z"
"American","category","American screenwriters","Rich Farmbrough","7","2012-01-23T12:40:19.000Z"
"screenwriters","category","American screenwriters","Rich Farmbrough","7","2012-01-23T12:40:19.000Z"
"Living","category","Living people","Rich Farmbrough","7","2012-01-23T12:40:19.000Z"
"people","category","Living people","Rich Farmbrough","7","2012-01-23T12:40:19.000Z"
"People","category","People from Orange County , California","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"from","category","People from Orange County , California","","-1","2016-12-13T10:10:32.336+01:00"
"Orange","LOCATION","Orange County ","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"County","LOCATION","Orange County ","69.200.246.188","4","2008-11-19T21:02:00.000Z"
",","category","People from Orange County , California","69.200.246.188","4","2008-11-19T21:02:00.000Z"
"California","LOCATION","California ","69.200.246.188","4","2008-11-19T21:02:00.000Z"
